,timestamp,db_time,lha_poly_0,lha_count_0,lha_poly_1,lha_count_1,lhb_poly_0,lhb_count_0,lhb_poly_1,lhb_count_1
28,2024-12-10T15:27:06.167906Z,1183825,1,36671,1,75078,3,37515,2,78455
29,2024-12-10T15:27:06.207779Z,1223698,0,36672,0,75077,3,37516,3,78454
30,2024-12-10T15:27:06.267589Z,1283508,0,36673,0,75077,2,37516,2,78454
31,2024-12-10T15:27:06.287526Z,1303445,0,36672,0,75076,2,37518,3,78454
32,2024-12-10T15:27:06.347337Z,1363256,0,36672,0,75076,2,37518,2,78454
33,2024-12-10T15:27:06.387210Z,1403129,1,36671,1,75076,2,37518,2,78455
34,2024-12-10T15:27:06.407147Z,1423066,0,36671,0,75076,2,37516,2,78454
35,2024-12-10T15:27:06.447020Z,1462939,1,36672,1,75078,3,37515,3,78453
36,2024-12-10T15:27:06.506831Z,1522750,1,36672,1,75078,2,37518,2,78455
37,2024-12-10T15:27:06.526768Z,1542687,0,36671,0,75076,2,37514,3,78454
38,2024-12-10T15:27:06.566641Z,1582560,0,36669,0,75076,2,37512,2,78454
39,2024-12-10T15:27:06.586578Z,1602497,1,36669,1,75076,2,37512,3,78454
40,2024-12-10T15:27:06.626452Z,1642371,1,36668,1,75078,3,37512,3,78454
41,2024-12-10T15:27:06.646389Z,1662308,0,36668,0,75076,3,37512,2,78455
42,2024-12-10T15:27:06.686262Z,1702181,0,36666,0,75074,2,37512,2,78455
43,2024-12-10T15:27:06.706200Z,1722119,1,36668,1,75076,2,37513,3,78456
44,2024-12-10T15:27:06.746074Z,1761993,0,36667,0,75076,3,37512,3,78457
45,2024-12-10T15:27:06.766010Z,1781929,1,36669,1,75078,2,37512,3,78455
46,2024-12-10T15:27:06.805884Z,1821803,0,36668,0,75076,2,37512,2,78455
47,2024-12-10T15:27:06.845757Z,1861676,0,36669,0,75076,2,37511,2,78452
48,2024-12-10T15:27:06.857164Z,1873083,1,36669,0,75076,2,37511,2,78452
50,2024-12-10T15:27:06.858870Z,1874789,1,36669,1,75076,3,37512,2,78452
49,2024-12-10T15:27:06.863565Z,1879484,1,36669,1,75076,2,37511,2,78452
51,2024-12-10T15:27:06.865694Z,1881613,1,36669,1,75076,3,37512,3,78453
52,2024-12-10T15:27:06.905567Z,1921486,0,36669,0,75076,3,37514,3,78455
53,2024-12-10T15:27:06.917100Z,1933019,1,36669,0,75076,3,37514,3,78455
55,2024-12-10T15:27:06.918681Z,1934600,1,36669,1,75077,2,37512,3,78455
54,2024-12-10T15:27:06.923501Z,1939420,1,36669,1,75077,3,37514,3,78455
56,2024-12-10T15:27:06.925504Z,1941423,1,36669,1,75077,2,37512,2,78455
57,2024-12-10T15:27:06.977035Z,1992954,1,36669,0,75076,2,37513,2,78455
59,2024-12-10T15:27:06.978491Z,1994410,1,36669,1,75077,2,37512,2,78455
58,2024-12-10T15:27:06.983436Z,1999355,1,36669,1,75077,2,37513,2,78455
60,2024-12-10T15:27:06.985308Z,2001227,1,36669,1,75077,2,37512,2,78454
61,2024-12-10T15:27:07.025188Z,2041107,1,36670,1,75080,2,37512,2,78454
62,2024-12-10T15:27:07.036971Z,2052890,1,36670,1,75080,2,37512,2,78454
63,2024-12-10T15:27:07.038302Z,2054221,1,36670,1,75079,3,37512,2,78454
64,2024-12-10T15:27:07.045125Z,2061044,1,36670,1,75079,3,37512,3,78452
65,2024-12-10T15:27:07.084998Z,2100917,0,36669,0,75076,2,37512,2,78452
66,2024-12-10T15:27:07.096907Z,2112826,0,36669,0,75076,2,37512,2,78452
67,2024-12-10T15:27:07.098106Z,2114025,0,36669,0,75077,3,37514,2,78452
68,2024-12-10T15:27:07.104935Z,2120854,0,36669,0,75077,3,37514,3,78454
69,2024-12-10T15:27:07.144809Z,2160728,1,36670,1,75078,3,37511,3,78453
70,2024-12-10T15:27:07.156843Z,2172762,0,36668,1,75078,3,37511,3,78453
71,2024-12-10T15:27:07.157916Z,2173835,0,36668,0,75076,3,37512,3,78453
72,2024-12-10T15:27:07.164746Z,2180665,0,36668,0,75076,3,37512,3,78454
73,2024-12-10T15:27:07.204619Z,2220538,1,36670,1,75078,3,37512,3,78452
74,2024-12-10T15:27:07.216779Z,2232698,1,36668,1,75078,3,37512,3,78452
75,2024-12-10T15:27:07.217726Z,2233645,1,36668,1,75076,2,37512,3,78452
76,2024-12-10T15:27:07.224556Z,2240475,1,36668,1,75076,2,37512,2,78456
77,2024-12-10T15:27:07.264430Z,2280349,0,36668,0,75074,2,37511,2,78454
78,2024-12-10T15:27:07.276714Z,2292633,1,36669,0,75074,2,37511,2,78454
79,2024-12-10T15:27:07.324234Z,2340153,1,36670,1,75077,2,37512,2,78454
80,2024-12-10T15:27:07.336650Z,2352569,1,36670,1,75077,2,37512,2,78454
81,2024-12-10T15:27:07.337347Z,2353266,1,36670,1,75078,2,37512,2,78454
82,2024-12-10T15:27:07.344171Z,2360090,1,36670,1,75078,2,37512,2,78454
83,2024-12-10T15:27:07.384044Z,2399963,0,36669,0,75077,2,37509,2,78450
84,2024-12-10T15:27:07.396586Z,2412505,0,36668,0,75077,2,37509,2,78450
85,2024-12-10T15:27:07.397157Z,2413076,0,36668,0,75075,2,37511,2,78450
86,2024-12-10T15:27:07.403980Z,2419899,0,36668,0,75075,2,37511,2,78451
87,2024-12-10T15:27:07.443854Z,2459773,0,36668,0,75074,2,37511,2,78452
88,2024-12-10T15:27:07.463791Z,2479710,0,36669,0,75076,2,37511,2,78450
89,2024-12-10T15:27:07.503665Z,2519584,0,36671,0,75076,2,37511,2,78454
90,2024-12-10T15:27:07.523602Z,2539521,1,36670,0,75076,2,37511,2,78453
91,2024-12-10T15:27:07.563475Z,2579394,1,36672,1,75077,3,37512,3,78452
92,2024-12-10T15:27:07.583412Z,2599331,0,36669,1,75077,3,37512,3,78454
93,2024-12-10T15:27:07.623286Z,2639205,1,36670,1,75076,2,37512,2,78454
94,2024-12-10T15:27:07.643223Z,2659142,1,36665,1,75076,3,37512,3,78452
95,2024-12-10T15:27:07.742907Z,2758826,0,36669,0,75078,2,37512,2,78454
96,2024-12-10T15:27:07.756193Z,2772112,1,36670,0,75078,2,37512,2,78454
97,2024-12-10T15:27:07.762844Z,2778763,1,36670,1,75078,3,37512,2,78455
98,2024-12-10T15:27:07.802718Z,2818637,1,36670,1,75078,3,37512,3,78456
99,2024-12-10T15:27:07.816129Z,2832048,0,36668,1,75078,3,37512,3,78456
100,2024-12-10T15:27:07.862528Z,2878447,0,36668,0,75077,2,37511,2,78455
101,2024-12-10T15:27:07.902401Z,2918320,1,36670,1,75077,3,37512,2,78452
102,2024-12-10T15:27:07.942275Z,2958194,1,36669,0,75077,3,37512,3,78453
103,2024-12-10T15:27:07.982149Z,2998068,1,36670,1,75077,3,37514,3,78455
104,2024-12-10T15:27:08.002085Z,3018004,1,36670,0,75077,2,37512,2,78452
105,2024-12-10T15:27:08.041959Z,3057878,1,36669,1,75078,2,37511,2,78452
107,2024-12-10T15:27:08.055079Z,3070998,0,36668,0,75076,3,37512,2,78452
106,2024-12-10T15:27:08.055872Z,3071791,0,36668,1,75078,2,37511,2,78452
108,2024-12-10T15:27:08.061896Z,3077815,0,36668,0,75076,3,37512,3,78454
109,2024-12-10T15:27:08.101769Z,3117688,1,36668,1,75076,3,37513,3,78455
110,2024-12-10T15:27:08.115807Z,3131726,0,36667,1,75076,3,37513,3,78455
111,2024-12-10T15:27:08.121706Z,3137625,0,36667,0,75074,3,37511,2,78455
112,2024-12-10T15:27:08.161580Z,3177499,1,36670,1,75078,2,37512,2,78455
113,2024-12-10T15:27:08.175743Z,3191662,0,36669,1,75078,2,37512,2,78455
114,2024-12-10T15:27:08.181517Z,3197436,0,36669,0,75077,2,37512,3,78455
115,2024-12-10T15:27:08.221391Z,3237310,1,36668,1,75075,3,37514,3,78456
116,2024-12-10T15:27:08.241327Z,3257246,0,36668,0,75076,2,37512,3,78455
117,2024-12-10T15:27:08.360954Z,3376873,0,36669,0,75077,3,37512,2,78455
118,2024-12-10T15:27:08.400828Z,3416747,0,36670,0,75077,2,37512,2,78454
119,2024-12-10T15:27:08.420765Z,3436684,0,36669,0,75076,3,37512,2,78454
120,2024-12-10T15:27:08.480576Z,3496495,0,36667,0,75077,2,37512,3,78455
121,2024-12-10T15:27:08.520449Z,3536368,0,36669,0,75076,2,37512,2,78456
122,2024-12-10T15:27:08.540386Z,3556305,0,36668,0,75075,3,37511,3,78455
123,2024-12-10T15:27:08.600196Z,3616115,0,36669,0,75077,2,37512,2,78454
124,2024-12-10T15:27:08.640070Z,3655989,1,36669,1,75079,2,37512,2,78456
125,2024-12-10T15:27:08.660007Z,3675926,1,36668,0,75077,2,37511,3,78455
126,2024-12-10T15:27:08.719817Z,3735736,1,36669,1,75078,2,37511,3,78453
127,2024-12-10T15:27:08.759690Z,3775609,0,36668,0,75077,2,37511,2,78454
128,2024-12-10T15:27:08.779627Z,3795546,0,36668,0,75077,2,37511,2,78456
129,2024-12-10T15:27:08.819501Z,3835420,0,36666,0,75076,3,37511,3,78455
130,2024-12-10T15:27:08.839438Z,3855357,0,36668,0,75076,3,37511,3,78457
131,2024-12-10T15:27:08.879312Z,3895231,0,36667,0,75076,3,37511,3,78454
132,2024-12-10T15:27:08.899248Z,3915167,1,36668,0,75075,2,37510,3,78454
133,2024-12-10T15:27:08.939122Z,3955041,1,36668,1,75080,3,37511,3,78454
134,2024-12-10T15:27:08.959059Z,3974978,0,36666,0,75079,2,37511,3,78455
135,2024-12-10T15:27:08.998933Z,4014852,0,36666,0,75077,3,37511,3,78455
136,2024-12-10T15:27:09.018870Z,4034789,0,36666,1,75076,2,37511,2,78456
137,2024-12-10T15:27:09.350971Z,4366890,1,36668,1,75077,3,37509,3,78455
138,2024-12-10T15:27:09.357795Z,4373714,1,36668,1,75077,3,37509,3,78454
139,2024-12-10T15:27:09.397669Z,4413588,1,36667,0,75077,2,37511,2,78456
140,2024-12-10T15:27:09.410782Z,4426701,1,36668,1,75078,2,37510,2,78456
141,2024-12-10T15:27:09.417606Z,4433525,1,36668,1,75078,2,37510,2,78454
142,2024-12-10T15:27:09.457473Z,4473392,1,36668,1,75077,3,37508,3,78453
143,2024-12-10T15:27:09.470592Z,4486511,0,36667,0,75077,3,37511,3,78453
144,2024-12-10T15:27:09.477416Z,4493335,0,36667,0,75077,3,37511,3,78454
145,2024-12-10T15:27:09.517289Z,4533208,1,36667,1,75076,3,37511,3,78455
146,2024-12-10T15:27:09.530403Z,4546322,0,36666,0,75076,3,37511,3,78455
147,2024-12-10T15:27:09.537226Z,4553145,0,36666,0,75076,3,37511,3,78455
148,2024-12-10T15:27:09.577100Z,4593019,1,36668,0,75076,3,37509,3,78454
149,2024-12-10T15:27:09.590213Z,4606132,1,36667,1,75077,2,37511,3,78454
150,2024-12-10T15:27:09.597037Z,4612956,1,36667,1,75077,2,37511,2,78455
151,2024-12-10T15:27:09.656847Z,4672766,0,36666,0,75076,2,37510,2,78456
152,2024-12-10T15:27:09.696721Z,4712640,1,36668,0,75076,2,37511,2,78456
153,2024-12-10T15:27:09.709834Z,4725753,1,36667,1,75076,2,37511,2,78456
154,2024-12-10T15:27:09.716657Z,4732576,1,36667,1,75076,2,37511,2,78455
155,2024-12-10T15:27:09.756531Z,4772450,0,36665,0,75076,2,37511,2,78454
156,2024-12-10T15:27:09.769644Z,4785563,0,36665,0,75075,3,37509,2,78454
157,2024-12-10T15:27:09.776468Z,4792387,0,36665,0,75075,3,37509,3,78454
158,2024-12-10T15:27:09.816342Z,4832261,1,36667,1,75077,3,37509,3,78454
159,2024-12-10T15:27:09.829455Z,4845374,0,36667,0,75074,3,37509,3,78454
160,2024-12-10T15:27:09.836279Z,4852198,0,36667,0,75074,3,37509,3,78453
161,2024-12-10T15:27:09.889265Z,4905184,1,36668,1,75078,3,37507,3,78452
162,2024-12-10T15:27:09.896089Z,4912008,1,36668,1,75078,3,37507,3,78451
163,2024-12-10T15:27:09.935962Z,4951881,1,36668,1,75077,2,37509,2,78454
164,2024-12-10T15:27:09.949075Z,4964994,0,36666,0,75076,3,37508,2,78454
165,2024-12-10T15:27:09.955899Z,4971818,0,36666,0,75076,3,37508,3,78453
166,2024-12-10T15:27:09.995773Z,5011692,0,36667,0,75076,3,37509,3,78454
167,2024-12-10T15:27:10.015709Z,5031628,0,36667,0,75077,3,37509,3,78454
168,2024-12-10T15:27:10.055583Z,5071502,0,36667,0,75076,2,37509,2,78454
169,2024-12-10T15:27:10.075520Z,5091439,0,36667,0,75076,3,37508,3,78455
170,2024-12-10T15:27:10.115394Z,5131313,0,36665,0,75077,3,37507,3,78453
171,2024-12-10T15:27:10.135331Z,5151250,0,36666,0,75077,2,37508,3,78454
172,2024-12-10T15:27:10.175204Z,5191123,0,36666,0,75077,3,37508,3,78453
173,2024-12-10T15:27:10.195141Z,5211060,0,36666,0,75074,3,37508,2,78454
174,2024-12-10T15:27:10.235014Z,5250933,0,36665,0,75076,3,37508,3,78454
175,2024-12-10T15:27:10.254951Z,5270870,0,36666,0,75077,2,37509,3,78454
176,2024-12-10T15:27:10.294825Z,5310744,0,36667,1,75076,2,37507,2,78454
177,2024-12-10T15:27:10.314762Z,5330681,1,36667,1,75077,3,37508,3,78453
178,2024-12-10T15:27:10.354629Z,5370548,1,36667,1,75076,3,37507,3,78452
179,2024-12-10T15:27:10.374566Z,5390485,0,36666,0,75076,3,37508,3,78453
180,2024-12-10T15:27:10.394509Z,5410428,1,36668,1,75078,3,37509,3,78454
181,2024-12-10T15:27:10.474250Z,5490169,0,36667,1,75076,2,37509,2,78454
182,2024-12-10T15:27:10.494186Z,5510105,0,36668,0,75076,2,37510,3,78452
183,2024-12-10T15:27:10.534060Z,5549979,1,36667,1,75076,2,37509,2,78455
184,2024-12-10T15:27:10.553997Z,5569916,1,36668,1,75076,3,37508,2,78454
185,2024-12-10T15:27:10.573940Z,5589859,1,36667,0,75076,3,37508,3,78453
186,2024-12-10T15:27:10.613808Z,5629727,1,36667,1,75078,3,37507,2,78455
187,2024-12-10T15:27:10.653681Z,5669600,1,36668,1,75078,2,37509,2,78454
188,2024-12-10T15:27:10.673618Z,5689537,0,36665,0,75076,2,37509,2,78454
189,2024-12-10T15:27:10.713492Z,5729411,0,36666,0,75077,2,37509,2,78454
190,2024-12-10T15:27:10.733429Z,5749348,1,36667,1,75075,3,37508,2,78454
191,2024-12-10T15:27:10.773302Z,5789221,1,36667,1,75076,2,37509,2,78454
192,2024-12-10T15:27:10.793239Z,5809158,1,36668,1,75076,3,37508,3,78454
193,2024-12-10T15:27:10.833113Z,5849032,1,36668,1,75078,2,37510,2,78455
194,2024-12-10T15:27:10.892923Z,5908842,0,36666,0,75076,2,37510,2,78455
195,2024-12-10T15:27:10.952733Z,5968652,1,36668,0,75076,3,37508,3,78455
196,2024-12-10T15:27:10.972670Z,5988589,0,36666,0,75075,3,37508,2,78454
197,2024-12-10T15:27:11.012543Z,6028462,1,36667,1,75076,2,37507,2,78453
198,2024-12-10T15:27:11.032480Z,6048399,0,36666,0,75076,3,37508,2,78451
199,2024-12-10T15:27:11.072354Z,6088273,1,36668,1,75076,2,37509,2,78454
200,2024-12-10T15:27:11.092291Z,6108210,0,36666,0,75076,2,37510,3,78452
201,2024-12-10T15:27:11.132164Z,6148083,0,36667,1,75075,3,37508,3,78452
202,2024-12-10T15:27:11.152101Z,6168020,0,36666,0,75074,3,37508,2,78454
203,2024-12-10T15:27:11.191975Z,6207894,0,36667,1,75078,3,37509,3,78454
204,2024-12-10T15:27:11.211912Z,6227831,1,36668,1,75076,2,37508,2,78453
205,2024-12-10T15:27:11.251785Z,6267704,0,36668,0,75077,3,37509,3,78455
206,2024-12-10T15:27:11.271722Z,6287641,1,36667,1,75076,3,37508,3,78452
207,2024-12-10T15:27:11.311596Z,6327515,0,36668,0,75076,2,37509,2,78454
208,2024-12-10T15:27:11.331533Z,6347452,0,36667,0,75077,2,37509,3,78453
209,2024-12-10T15:27:11.391343Z,6407262,0,36666,0,75076,2,37508,3,78452
210,2024-12-10T15:27:11.550844Z,6566763,1,36668,1,75075,2,37508,2,78454
211,2024-12-10T15:27:11.570781Z,6586700,1,36668,1,75076,3,37507,2,78454
212,2024-12-10T15:27:11.650528Z,6666447,1,36667,1,75076,2,37507,2,78452
213,2024-12-10T15:27:11.670465Z,6686384,0,36665,0,75074,2,37505,2,78450
214,2024-12-10T15:27:11.710338Z,6726257,0,36666,0,75076,2,37506,2,78449
215,2024-12-10T15:27:11.730275Z,6746194,0,36667,0,75076,2,37506,2,78452
216,2024-12-10T15:27:11.770148Z,6786067,0,36667,0,75076,2,37509,2,78452
217,2024-12-10T15:27:11.790085Z,6806004,0,36666,0,75074,2,37506,2,78453
218,2024-12-10T15:27:11.829959Z,6845878,0,36667,0,75077,2,37509,2,78454
219,2024-12-10T15:27:11.869833Z,6885752,0,36666,0,75076,3,37507,2,78454
220,2024-12-10T15:27:11.949580Z,6965499,0,36666,0,75076,3,37507,3,78453
221,2024-12-10T15:27:11.969517Z,6985436,1,36668,1,75075,2,37507,2,78454
222,2024-12-10T15:27:12.009390Z,7025309,0,36667,0,75076,2,37507,2,78454
223,2024-12-10T15:27:12.029327Z,7045246,0,36667,0,75075,2,37507,2,78454
224,2024-12-10T15:27:12.069201Z,7085120,0,36666,0,75074,2,37509,2,78454
225,2024-12-10T15:27:12.129012Z,7144931,0,36667,0,75074,3,37506,3,78452
226,2024-12-10T15:27:12.148948Z,7164867,0,36666,0,75074,2,37507,2,78450
227,2024-12-10T15:27:12.208759Z,7224678,1,36667,1,75075,3,37506,3,78452
228,2024-12-10T15:27:12.228689Z,7244608,0,36667,0,75076,3,37508,2,78453
229,2024-12-10T15:27:12.308442Z,7324361,1,36668,1,75076,2,37506,2,78451
230,2024-12-10T15:27:12.328379Z,7344298,0,36667,0,75076,3,37507,3,78451
231,2024-12-10T15:27:12.368253Z,7384172,0,36667,0,75075,2,37508,2,78454
232,2024-12-10T15:27:12.388190Z,7404109,0,36669,0,75074,2,37508,2,78454
233,2024-12-10T15:27:12.428063Z,7443982,0,36666,0,75075,2,37509,2,78454
234,2024-12-10T15:27:12.441169Z,7457088,0,36669,0,75075,3,37506,2,78454
235,2024-12-10T15:27:12.448000Z,7463919,0,36669,0,75075,3,37506,3,78453
236,2024-12-10T15:27:12.727115Z,7743034,0,36667,0,75076,3,37507,3,78452
237,2024-12-10T15:27:12.747052Z,7762971,0,36668,0,75076,2,37507,3,78453
238,2024-12-10T15:27:12.786926Z,7802845,0,36666,1,75075,2,37507,2,78454
239,2024-12-10T15:27:12.806862Z,7822781,0,36667,0,75077,2,37507,2,78452
240,2024-12-10T15:27:12.866673Z,7882592,0,36667,0,75076,2,37507,2,78450
241,2024-12-10T15:27:12.906547Z,7922466,0,36667,0,75074,2,37506,2,78450
242,2024-12-10T15:27:12.926483Z,7942402,1,36668,1,75076,3,37507,2,78451
243,2024-12-10T15:27:13.026167Z,8042086,0,36667,0,75076,3,37506,3,78451
244,2024-12-10T15:27:13.046104Z,8062023,1,36667,1,75076,3,37506,3,78453
245,2024-12-10T15:27:13.085977Z,8101896,1,36667,1,75076,2,37507,2,78451
246,2024-12-10T15:27:13.145789Z,8161708,0,36666,1,75077,2,37506,2,78454
247,2024-12-10T15:27:13.165726Z,8181645,0,36665,0,75074,2,37509,2,78454
248,2024-12-10T15:27:13.205600Z,8221519,1,36667,1,75074,3,37507,3,78453
249,2024-12-10T15:27:13.225536Z,8241455,1,36668,1,75076,2,37504,2,78449
250,2024-12-10T15:27:13.265409Z,8281328,1,36667,0,75076,3,37505,3,78449
251,2024-12-10T15:27:13.285345Z,8301264,1,36668,1,75076,3,37505,2,78450
252,2024-12-10T15:27:13.325219Z,8341138,1,36667,1,75078,2,37507,2,78451
253,2024-12-10T15:27:13.345156Z,8361075,0,36666,0,75076,2,37507,2,78452
254,2024-12-10T15:27:13.385030Z,8400949,0,36666,1,75076,2,37506,2,78451
255,2024-12-10T15:27:13.404967Z,8420886,0,36665,0,75075,3,37507,2,78450
256,2024-12-10T15:27:13.444840Z,8460759,0,36666,0,75074,3,37506,3,78451
257,2024-12-10T15:27:13.504651Z,8520570,0,36667,0,75074,2,37507,2,78452
258,2024-12-10T15:27:13.524587Z,8540506,1,36665,1,75074,2,37505,2,78451
259,2024-12-10T15:27:13.564461Z,8580380,0,36668,1,75076,2,37507,2,78451
260,2024-12-10T15:27:13.584398Z,8600317,0,36667,0,75074,2,37507,2,78452
261,2024-12-10T15:27:13.624272Z,8640191,1,36669,1,75077,2,37505,2,78452
262,2024-12-10T15:27:13.644209Z,8660128,1,36668,1,75077,3,37505,3,78450
263,2024-12-10T15:27:13.684082Z,8700001,1,36668,1,75076,2,37504,2,78449
264,2024-12-10T15:27:13.704019Z,8719938,0,36668,0,75075,2,37506,2,78451
265,2024-12-10T15:27:13.743892Z,8759811,0,36666,1,75077,2,37505,2,78450
266,2024-12-10T15:27:13.763829Z,8779748,0,36667,0,75074,2,37507,2,78450
267,2024-12-10T15:27:13.803703Z,8819622,1,36667,0,75076,3,37508,3,78452
268,2024-12-10T15:27:13.863514Z,8879433,0,36667,0,75074,3,37507,3,78452
269,2024-12-10T15:27:13.883450Z,8899369,1,36667,1,75075,2,37507,3,78452
270,2024-12-10T15:27:13.943261Z,8959180,0,36667,0,75076,2,37505,3,78451
271,2024-12-10T15:27:13.983134Z,8999053,0,36666,0,75076,3,37506,3,78451
272,2024-12-10T15:27:14.003071Z,9018990,1,36667,1,75075,3,37507,2,78450
273,2024-12-10T15:27:14.042945Z,9058864,0,36666,1,75075,2,37506,2,78452
274,2024-12-10T15:27:14.082818Z,9098737,1,36667,1,75076,2,37507,2,78451
275,2024-12-10T15:27:14.142622Z,9158541,0,36666,0,75073,2,37502,2,78451
276,2024-12-10T15:27:14.202433Z,9218352,1,36667,1,75073,3,37506,3,78450
277,2024-12-10T15:27:14.222369Z,9238288,0,36668,0,75074,2,37503,2,78450
278,2024-12-10T15:27:14.242306Z,9258225,0,36666,0,75076,3,37506,2,78450
279,2024-12-10T15:27:14.322054Z,9337973,0,36666,0,75074,3,37506,3,78452
280,2024-12-10T15:27:14.341990Z,9357909,1,36667,0,75076,2,37506,2,78450
281,2024-12-10T15:27:14.381864Z,9397783,0,36666,0,75074,2,37506,2,78448
282,2024-12-10T15:27:14.401801Z,9417720,0,36667,0,75076,2,37505,2,78450
283,2024-12-10T15:27:14.441674Z,9457593,0,36665,0,75074,2,37506,2,78449
284,2024-12-10T15:27:14.461611Z,9477530,0,36667,0,75074,2,37507,2,78450
285,2024-12-10T15:27:14.501485Z,9517404,0,36666,0,75075,2,37506,2,78450
286,2024-12-10T15:27:14.521422Z,9537341,1,36667,0,75076,2,37504,2,78449
287,2024-12-10T15:27:14.561295Z,9577214,1,36667,1,75073,2,37505,2,78451
288,2024-12-10T15:27:14.581232Z,9597151,1,36668,1,75076,2,37506,2,78449
289,2024-12-10T15:27:14.621106Z,9637025,1,36669,1,75078,2,37505,2,78454
290,2024-12-10T15:27:14.760669Z,9776588,1,36667,1,75075,2,37506,2,78451
291,2024-12-10T15:27:14.800543Z,9816462,1,36667,1,75075,2,37506,2,78451
292,2024-12-10T15:27:14.860354Z,9876273,1,36668,1,75075,2,37505,2,78450
293,2024-12-10T15:27:14.880291Z,9896210,0,36667,0,75074,2,37504,2,78449
294,2024-12-10T15:27:14.920164Z,9936083,1,36665,1,75075,2,37506,2,78452
295,2024-12-10T15:27:14.940101Z,9956020,1,36667,1,75075,2,37504,2,78452
296,2024-12-10T15:27:14.979975Z,9995894,0,36666,0,75074,2,37506,2,78450
297,2024-12-10T15:27:14.999912Z,10015831,1,36667,0,75074,3,37507,2,78450
298,2024-12-10T15:27:15.019849Z,10035768,1,36667,1,75077,3,37506,3,78452
299,2024-12-10T15:27:15.059722Z,10075641,1,36667,0,75074,2,37506,2,78451
300,2024-12-10T15:27:15.099596Z,10115515,0,36666,0,75074,2,37505,2,78452
301,2024-12-10T15:27:15.159406Z,10175325,0,36666,0,75074,2,37504,2,78450
302,2024-12-10T15:27:15.179342Z,10195261,1,36667,0,75074,2,37503,2,78450
303,2024-12-10T15:27:15.219216Z,10235135,0,36666,0,75074,2,37503,2,78450
304,2024-12-10T15:27:15.239153Z,10255072,1,36667,1,75075,2,37504,2,78450
305,2024-12-10T15:27:15.259090Z,10275009,0,36665,0,75074,3,37505,2,78452
306,2024-12-10T15:27:15.298964Z,10314883,1,36665,1,75076,2,37503,2,78450
307,2024-12-10T15:27:15.338837Z,10354756,1,36667,1,75076,2,37504,2,78450
308,2024-12-10T15:27:15.358774Z,10374693,1,36668,1,75077,2,37505,3,78450
309,2024-12-10T15:27:15.398647Z,10414566,0,36667,0,75076,2,37504,2,78449
310,2024-12-10T15:27:15.438521Z,10454440,1,36669,1,75075,3,37508,2,78449
311,2024-12-10T15:27:15.478395Z,10494314,0,36671,1,75076,3,37512,2,78451
312,2024-12-10T15:27:15.518269Z,10534188,0,36673,0,75076,2,37513,2,78454
313,2024-12-10T15:27:15.538205Z,10554124,0,36674,0,75076,2,37513,3,78450
314,2024-12-10T15:27:15.598016Z,10613935,0,36674,0,75078,3,37514,3,78450
